Name,Wins,Losses,Draws,Height,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Joey Gambino,9,2,0,67.0,--,2.47,35%,2.53,51%,0.00,0%,42%,0.8
Kelvin Gastelum,20,10,0 (1 NC),69.0,"71""",3.67,42%,3.49,57%,1.05,34%,58%,0.1
Chase Gibson,9,5,0,70.0,"72""",3.13,54%,6.40,52%,0.00,0%,0%,0.0
Damian Grabowski,20,5,0,73.0,"75""",4.00,36%,7.65,51%,0.00,0%,0%,0.0
Shannon Gugerty,15,7,0,70.0,"71""",1.25,39%,1.88,58%,2.13,27%,50%,3.4
Nick Gibbons,2,1,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gerard Gordeau,2,2,0,77.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason Guida,19,28,0 (2 NC),70.0,--,1.87,40%,3.33,52%,1.00,14%,50%,1.0
Frank Gomez,10,6,0,70.0,"67""",1.52,48%,0.79,66%,1.14,60%,70%,0.8
Alex Gorgees,6,1,0,74.0,"74""",0.67,32%,2.27,38%,0.00,0%,54%,0.0
Demetrius Gioulacos,0,1,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kendall Grove,23,17,0 (1 NC),78.0,"79""",2.31,41%,2.40,54%,0.49,45%,56%,1.7
Marcelo Golm,6,3,0,75.0,"75""",4.27,58%,4.30,45%,0.45,50%,87%,0.5
Daniel Gallemore,7,3,0,77.0,--,3.10,41%,6.00,52%,0.00,0%,0%,0.0
Tresean Gore,6,3,0,72.0,"75""",2.77,46%,8.16,39%,2.62,75%,83%,1.3
Roger Gracie,8,2,0,76.0,"79""",1.78,35%,1.79,61%,1.87,53%,60%,1.9
Leonard Garcia,18,13,1,70.0,"68""",2.77,24%,4.79,52%,0.30,26%,42%,0.5
Bogdan Guskov,17,3,0,75.0,"76""",3.96,55%,3.22,43%,0.00,0%,57%,1.2
Justin Gaethje,26,5,0,71.0,"70""",6.59,58%,7.18,51%,0.10,14%,68%,0.0
Jordan Goodwin,0,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Michael Graves,6,0,1,70.0,"71""",1.25,54%,1.47,58%,4.80,52%,66%,0.4
Joey Gomez,7,1,0,70.0,"71""",3.73,49%,3.33,50%,2.00,28%,0%,0.0
Alejandro Garcia,14,10,0 (1 NC),67.0,--,1.22,62%,1.14,65%,8.55,87%,66%,0.0
Billy Giovanella,9,5,0,68.0,--,1.27,40%,2.02,52%,0.87,12%,100%,1.7
Brian Gassaway,29,20,2 (1 NC),73.0,--,0.34,26%,3.65,44%,0.00,0%,42%,0.0
Renzo Gracie,13,7,1 (1 NC),70.0,--,1.71,41%,1.67,55%,1.13,20%,40%,0.8
Manuel Gaxhja,7,0,0,68.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rodrigo Gripp de Sousa,7,9,0,71.0,--,0.48,23%,4.81,52%,0.00,0%,0%,9.6
Kier Gooch,2,7,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joseph Gigliotti,7,2,0,71.0,--,1.04,39%,2.92,45%,1.56,100%,50%,0.8
Edson Gomez,6,2,0,68.0,"69""",2.66,32%,8.78,45%,0.00,0%,0%,0.0
Hannah Goldy,6,4,0,64.0,"61""",5.19,47%,4.67,50%,0.66,12%,54%,0.2
Mitch Gagnon,12,5,0,65.0,"65""",2.76,46%,2.21,61%,1.16,25%,65%,1.9
Miranda Granger,7,3,0,67.0,"68""",2.79,47%,2.57,57%,0.00,0%,33%,0.0
Leonardo Guimaraes,11,5,0 (1 NC),72.0,--,2.35,56%,2.99,44%,0.00,0%,52%,1.0
Lewis Gonzalez,11,3,0,70.0,--,1.40,37%,1.87,41%,2.00,33%,62%,0.0
Sean Gauci,10,1,0,65.0,"64""",5.07,59%,5.80,68%,4.00,44%,100%,0.0
Steven Graham,2,1,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Thomas Gifford,14,9,0 (2 NC),73.0,"75""",3.97,37%,6.45,37%,0.50,33%,33%,0.0
Fabian Gonzalez,2,1,0,70.0,--,3.90,48%,4.39,51%,0.00,0%,66%,0.0
Justin Governale,5,5,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alan Gomez,2,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Daniel Gracie,5,4,1,74.0,--,1.90,38%,1.33,59%,0.36,100%,80%,2.1
Billy Ray Goff,9,4,0,70.0,"72""",7.51,46%,5.02,59%,1.75,16%,66%,0.0
Chris Haseman,20,17,0,71.0,--,0.93,70%,4.67,28%,0.00,0%,40%,2.0
Veronica Hardy,9,5,1,64.0,"64""",3.12,45%,3.48,49%,0.93,41%,55%,0.3
Jeremy Hamilton,9,2,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Geane Herrera,9,3,0,65.0,"66""",1.51,31%,5.07,52%,0.83,37%,38%,0.6
Sean Holden,5,2,0,70.0,--,2.40,59%,0.60,59%,5.00,83%,0%,2.0
Chris Hofmann,9,2,0,72.0,"72""",4.78,45%,4.63,35%,3.42,42%,0%,0.0
Jack Hermansson,24,9,0,73.0,"77""",5.13,45%,3.70,57%,1.50,29%,80%,0.4
Sam Hughes,10,6,0,65.0,"64""",4.41,46%,4.57,58%,1.08,32%,60%,0.1
David Hulett,22,10,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joachim Hansen,23,14,1,67.0,--,2.01,43%,2.04,58%,2.21,58%,34%,1.9
Jai Herbert,13,6,1,73.0,"77""",3.07,40%,3.26,53%,0.43,21%,66%,0.0
Tyler Hill,8,2,0,75.0,--,3.64,39%,5.33,47%,0.00,0%,0%,0.0
Rex Holman,4,2,0,75.0,--,2.75,34%,7.25,40%,0.00,0%,100%,0.0
Marcin Held,23,7,0,69.0,"71""",1.41,34%,2.02,47%,2.46,46%,37%,1.3
George Hardwick,12,2,0,70.0,"72""",3.60,38%,4.60,71%,0.00,0%,83%,0.0
James Hammortree,6,3,0,75.0,--,1.93,30%,4.13,44%,2.00,50%,100%,1.0
Kailan Hill,4,1,0 (1 NC),73.0,"77""",2.60,53%,4.80,37%,3.00,42%,0%,0.0
Trey Houston,11,4,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason High,21,6,0,68.0,"73""",1.28,42%,1.56,48%,2.36,63%,37%,2.8
Victor Henry,25,7,0 (1 NC),67.0,"68""",7.17,53%,5.19,48%,1.04,42%,81%,0.3
Matt Hughes,45,9,0,69.0,"73""",2.14,53%,1.36,53%,2.95,50%,35%,1.2
Dustin Hazelett,12,7,0,73.0,"76""",2.24,40%,3.51,46%,0.55,50%,25%,4.1
Seo Hee Ham,17,8,0,62.0,"62""",4.20,39%,5.15,61%,0.00,0%,66%,0.2
Heath Herring,28,16,0 (1 NC),76.0,"78""",2.37,50%,1.77,54%,1.22,50%,32%,0.7
Clint Hester,11,6,0,74.0,"77""",3.36,42%,3.44,56%,1.02,35%,60%,0.0
Ryan Healy,25,14,1,73.0,--,1.67,35%,3.00,38%,3.00,50%,40%,1.0
Keith Hackney,2,2,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Holly Holm,15,7,0 (1 NC),68.0,"69""",3.13,40%,2.92,55%,0.87,30%,76%,0.1
Kyoji Horiguchi,19,2,0,65.0,"66""",3.60,45%,2.45,62%,2.00,44%,55%,0.0
Bobby Hoffman,36,10,1 (2 NC),74.0,--,2.02,70%,1.32,19%,1.17,50%,0%,1.2
Elisha Helsper,0,4,0,66.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alexander Hernandez,16,8,0,69.0,"72""",4.38,40%,4.62,57%,1.24,36%,71%,0.1
Carlos Huachin,10,5,1,64.0,"67""",2.10,21%,4.80,50%,0.00,0%,66%,0.0
Ryan Hall,9,2,0,70.0,"70""",2.38,50%,1.33,65%,0.22,9%,0%,2.2
Paddy Holohan,12,2,1,70.0,"69""",2.13,46%,2.81,46%,2.88,47%,71%,1.3
Johny Hendricks,18,8,0,69.0,"69""",3.49,45%,3.99,53%,3.83,46%,63%,0.3
Tony Halme,0,4,0,75.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mark Holst,12,6,0,72.0,--,0.25,19%,1.67,47%,0.76,100%,60%,2.3
Richie Hightower,8,4,0 (1 NC),68.0,--,4.62,35%,6.92,21%,3.46,100%,100%,0.0
An Tuan Ho,6,1,0,66.0,"66""",4.14,37%,4.97,33%,0.00,0%,0%,0.0
Bassil Hafez,9,4,1,71.0,"72""",3.71,38%,5.68,41%,2.21,24%,50%,0.0
Yoshinori Horie,8,2,0,68.0,"70""",2.76,49%,5.65,48%,0.00,0%,0%,0.0
Dave Herman,22,6,0,76.0,"77""",4.98,60%,3.78,48%,1.49,100%,58%,0.0
Chris Holdsworth,6,0,0,71.0,--,1.85,29%,1.94,58%,3.38,62%,100%,2.0
Antoni Hardonk,8,6,0,76.0,"78""",3.40,61%,3.07,46%,0.00,0%,40%,0.9
Shane Howell,13,10,0,68.0,--,1.27,32%,2.55,42%,0.00,0%,20%,0.0
Roger Huerta,23,9,1 (1 NC),69.0,"70""",3.64,36%,2.33,56%,2.13,46%,52%,0.5
Jeremie Holloway,8,3,0,72.0,--,0.81,50%,0.51,79%,0.00,0%,0%,0.0
Yuji Hisamatsu,16,22,6,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kurt Holobaugh,22,10,0 (1 NC),71.0,"70""",4.58,44%,4.24,49%,0.65,33%,38%,0.8
Jamey-Lyn Horth,8,2,0,67.0,"66""",3.52,54%,2.55,62%,1.20,42%,76%,0.2
Jimy Hettes,11,3,0,69.0,"71""",3.47,57%,3.50,57%,5.20,44%,61%,1.4
Cory Hendricks,3,1,0,75.0,--,3.13,39%,4.07,42%,0.00,0%,100%,0.0
TJ Hepburn,4,2,0,67.0,--,0.73,37%,0.13,81%,2.00,40%,60%,0.0
Corey Hill,6,9,0,76.0,"80""",3.57,46%,1.61,70%,3.02,80%,100%,0.0
Alex Huddleston,6,2,0,79.0,--,2.47,42%,2.59,67%,0.00,0%,0%,0.9
Mark Hunt,13,14,1 (1 NC),70.0,"72""",2.81,43%,2.90,51%,0.51,55%,64%,0.2
John Halverson,16,8,0 (1 NC),69.0,--,2.94,43%,5.29,47%,0.00,0%,66%,2.0
Saeed Hosseini,0,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Janay Harding,2,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Conor Heun,9,5,0,70.0,--,2.92,36%,3.66,54%,2.45,31%,33%,0.3
Alvaro Herrera Mendoza,9,6,0,72.0,"74""",1.89,38%,3.40,55%,0.00,0%,33%,1.1
Tim Hague,21,13,0,76.0,"76""",2.79,47%,4.14,46%,1.72,33%,85%,0.9
Ron Henderson,4,3,0,70.0,--,2.53,25%,3.60,48%,1.00,20%,0%,0.0
Anthony Hernandez,14,2,0 (1 NC),72.0,"75""",4.50,63%,2.61,46%,6.27,45%,66%,1.9
Brady Hiestand,9,2,0,68.0,"71""",2.70,50%,3.75,51%,4.80,46%,42%,1.1
Josh Hokit,5,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chelsea Hackett,3,1,1,64.0,"66""",2.58,51%,4.85,46%,0.00,0%,57%,0.0
Felice Herrig,14,10,0,64.0,"65""",3.84,37%,5.19,48%,1.08,28%,75%,0.8
Josiah Harrell,7,0,0,67.0,"68""",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ed Herman,27,16,0 (1 NC),73.0,"77""",3.31,48%,3.71,42%,1.96,47%,59%,1.0
Kazuhiro Hamanaka,5,7,1,72.0,--,1.70,37%,0.91,60%,0.00,0%,50%,0.0
Del Hawkins,22,17,0,65.0,--,1.15,27%,2.01,46%,0.00,0%,0%,0.0
Phil Harris,22,12,0 (2 NC),64.0,"65""",2.34,26%,3.16,68%,1.76,21%,60%,0.0
Yuele Huang,13,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jeremy Horn,91,22,5 (1 NC),73.0,"74""",1.19,39%,1.99,55%,1.83,38%,29%,1.1
Matt Hobar,9,3,0,70.0,"70""",3.23,42%,4.27,52%,3.66,44%,50%,0.0
Kevin Holland,28,13,0 (1 NC),75.0,"81""",4.24,50%,3.11,50%,0.81,39%,55%,0.6
JunYoung Hong,13,8,1,69.0,"69""",2.10,39%,2.30,48%,0.00,0%,35%,0.0
Spencer Hearns,1,0,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Heatherly,9,4,0 (1 NC),69.0,--,1.08,45%,2.67,52%,3.39,50%,100%,0.7
Matt Hamill,12,8,0,73.0,"76""",3.69,42%,3.80,61%,3.00,34%,91%,0.0
Matt Horwich,30,25,1,73.0,--,1.11,62%,2.16,38%,0.33,9%,28%,2.7
Barb Honchak,10,4,0,64.0,"65""",4.04,30%,4.67,66%,0.00,0%,0%,1.3
Gerric Hayes,8,11,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Daiki Hata,17,11,7,66.0,--,1.44,39%,1.42,55%,0.67,100%,35%,0.7
Pat Healy,34,23,0 (1 NC),72.0,"72""",2.57,36%,2.57,50%,3.08,37%,55%,1.1
James Head,9,4,0,73.0,"73""",2.75,48%,3.11,49%,0.41,100%,66%,0.8
Ian Heinisch,14,5,0,71.0,"72""",3.25,50%,2.98,59%,1.02,17%,59%,0.7
Nohelin Hernandez,9,4,0,70.0,"71""",1.32,34%,2.63,52%,0.71,50%,37%,0.0
Shin Haraguchi,8,2,0 (1 NC),65.0,"68""",2.02,63%,1.84,43%,12.32,51%,0%,0.0
Jay Hieron,23,7,0,72.0,"75""",1.66,32%,1.89,61%,4.05,60%,66%,1.0
Kuniyoshi Hironaka,23,9,0,70.0,"70""",1.98,40%,3.01,54%,1.91,30%,25%,0.6
Sabah Homasi,11,8,0,72.0,"72""",4.98,48%,6.91,47%,2.80,50%,66%,0.0
Chris Honeycutt,9,1,0 (1 NC),70.0,"73""",2.99,44%,1.41,66%,3.40,45%,75%,0.0
Darrell Horcher,13,4,0,70.0,"70""",2.05,44%,4.21,39%,0.35,50%,47%,0.7
Gerry Harris,1,4,0,80.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Moti Horenstein,1,6,0,76.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
In Soo Hwang,8,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brandon Halsey,9,3,0,72.0,--,1.74,47%,0.87,65%,4.98,53%,100%,1.2
Ramiro Hernandez,19,9,0,69.0,--,2.72,28%,5.51,64%,0.00,0%,0%,0.0
Carlos Hernandez,10,5,0,68.0,"67""",3.83,45%,3.50,50%,1.56,21%,65%,0.2
Tobias Harila,12,3,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Casey Huffman,3,1,0,75.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Carlston Harris,19,7,0,72.0,"76""",3.79,43%,3.46,54%,1.46,22%,55%,0.6
Yuma Horiuchi,9,5,0,66.0,"67""",3.73,30%,5.00,35%,2.00,16%,0%,2.0
Hayder Hassan,6,3,0,70.0,--,2.11,46%,3.16,48%,0.00,0%,25%,0.0
Ryan Hayes,7,6,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chad Hanekom,9,3,0,76.0,"74""",0.73,47%,1.47,33%,0.00,0%,71%,1.0
Harry Hunsucker,7,6,0,74.0,"75""",3.54,52%,6.53,42%,0.00,0%,0%,2.0
Dan Hardy,25,10,0 (1 NC),72.0,"74""",2.46,35%,3.44,51%,0.73,35%,35%,0.4
Cody Haddon,8,1,0,67.0,"69""",9.20,51%,3.47,64%,2.48,37%,83%,0.8
Jon Hess,1,1,0,79.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe Hernandez,0,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Hawk,5,10,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ben Holscher,4,0,0,71.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Austin Hubbard,17,9,0,70.0,"71""",3.87,43%,3.82,56%,1.59,31%,68%,0.1
Stoney Hale,5,3,0,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marcus Hicks,10,4,0 (1 NC),66.0,"64""",1.42,43%,3.06,61%,2.70,53%,25%,4.0
Luis Henrique,10,5,0 (1 NC),74.0,"74""",1.81,43%,2.22,47%,3.09,36%,50%,1.0
Tommy Hayden,11,3,0,69.0,--,1.48,27%,2.05,55%,3.42,33%,66%,0.0
Baru Harn,1,2,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chase Hooper,16,3,1,73.0,"74""",4.53,51%,2.96,38%,2.59,34%,55%,2.2
CJ Hamilton,11,4,0,67.0,"68""",2.47,31%,3.93,58%,0.00,0%,62%,0.0
Damir Hadzovic,14,8,0,69.0,"70""",3.34,47%,3.74,59%,0.91,54%,34%,0.1
Alex Hunter,2,0,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kayla Harrison,19,1,0,68.0,"66""",4.29,62%,1.10,66%,2.84,37%,100%,0.9
Lee Higgins,2,1,0,,--,1.02,26%,3.68,40%,0.00,0%,0%,0.0
Mark Hughes,6,2,0,69.0,--,0.90,47%,0.40,42%,3.00,50%,0%,4.5
Justin Hawes,6,9,0,71.0,--,0.00,0%,3.41,37%,0.00,0%,0%,0.0
Uriah Hall,18,11,0,72.0,"79""",3.23,48%,3.85,54%,0.54,38%,64%,0.1
Alex Higley,4,3,0,70.0,--,0.29,100%,1.74,60%,0.00,0%,0%,0.0
Collin Hart,6,3,1,73.0,--,6.33,44%,7.53,51%,2.00,16%,50%,0.0
Brian Houston,4,6,0,74.0,--,1.90,35%,3.67,53%,0.95,100%,87%,0.0
Matt Horning,20,25,0 (1 NC),64.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Abongo Humphrey,7,3,0,71.0,--,1.45,40%,3.83,46%,1.41,37%,33%,3.8
Adam Hunter,7,1,0,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Matt Helm,1,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mark Hominick,20,12,0,68.0,"68""",4.08,42%,4.18,69%,0.25,66%,71%,0.9
Dale Hartt,6,3,0,70.0,"69""",1.14,35%,1.55,66%,1.22,100%,25%,2.5
Phil Hawes,12,6,0,72.0,"77""",5.33,59%,3.72,55%,2.11,34%,90%,0.2
Mike Hayes,20,12,2,76.0,--,4.87,55%,1.47,77%,0.00,0%,75%,4.0
David Hood,1,3,0,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Victor Hugo,25,5,0,67.0,"71""",3.27,44%,2.95,56%,0.81,33%,73%,1.2
Hatsu Hioki,29,10,2,71.0,"73""",2.42,42%,2.12,65%,2.55,56%,54%,0.6
Kwan Ho Kwak,9,2,0,65.0,--,3.29,41%,3.45,47%,0.78,100%,26%,0.0
Hidehiko Hasegawa,19,20,6,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Branden Lee Hinkle,17,11,0 (1 NC),75.0,--,2.61,69%,3.91,26%,4.34,57%,66%,4.3
Joe Hurley,12,5,0,68.0,--,1.12,45%,3.35,56%,0.00,0%,20%,0.0
Jared Hamman,14,6,0,75.0,"75""",5.15,42%,3.93,55%,1.57,46%,30%,0.0
Frank Hamaker,1,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Max Holloway,26,8,0,71.0,"69""",7.16,47%,4.76,59%,0.25,53%,83%,0.3
Huang Feier,14,8,0,65.0,"65""",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dhafir Harris,2,0,0 (1 NC),,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Scott Holtzman,14,6,0,69.0,"69""",4.32,47%,3.66,55%,1.88,56%,67%,0.2
Diego Henrique da Silva,8,4,0 (1 NC),74.0,--,2.53,57%,3.27,30%,0.00,0%,63%,0.0
Josh Hendricks,19,11,0 (1 NC),74.0,--,0.98,20%,11.80,29%,0.00,0%,0%,0.0
Jeff Hughes,10,4,0 (1 NC),74.0,"77""",3.95,51%,3.67,60%,0.71,50%,45%,0.0
Gerald Harris,23,5,0,71.0,"77""",1.41,29%,1.58,62%,2.96,54%,72%,0.0
Brandon Hester,3,0,0,73.0,--,3.53,53%,0.40,68%,4.00,80%,0%,0.0
Dennis Hallman,53,20,2 (1 NC),69.0,"72""",1.12,44%,1.96,43%,1.79,30%,25%,2.1
Jake Hecht,11,4,0,72.0,"73""",3.26,47%,2.76,56%,2.04,37%,40%,0.0
Jamahal Hill,12,4,0 (1 NC),76.0,"79""",6.19,51%,4.03,44%,0.00,0%,73%,0.0
Andrew Holbrook,12,3,0,71.0,"70""",2.20,49%,3.00,54%,0.85,18%,10%,2.1
Jeff Hougland,10,6,0,67.0,"68""",1.86,48%,3.46,47%,0.86,18%,0%,1.1
Kevin Haley,6,4,0,74.0,--,0.87,59%,0.87,64%,3.00,100%,0%,2.0
Dominik Humburger,8,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Solomon Hutcherson,11,7,0 (1 NC),71.0,--,2.59,39%,2.59,64%,3.53,100%,0%,0.0
Trevor Harris,2,2,0,66.0,--,1.73,50%,0.43,75%,0.00,0%,50%,6.5
Chris Herrera,3,2,1,70.0,--,2.04,37%,3.35,48%,1.80,100%,100%,0.0
Dean Hancock,2,1,0,,--,7.97,63%,1.94,67%,1.71,33%,75%,1.7
Isaiah Hill,5,7,1 (1 NC),70.0,--,4.84,50%,0.97,80%,0.00,0%,66%,14.5
Greg Hardy,7,5,0 (1 NC),77.0,"80""",4.79,50%,3.31,55%,0.20,33%,64%,0.0
David Heath,18,7,0,71.0,"72""",1.48,30%,5.16,49%,0.33,50%,57%,1.0
Delson Heleno,29,10,0,71.0,--,0.69,75%,4.83,19%,0.00,0%,0%,0.0
Young Hwang,8,5,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Hu Yaozong,3,3,0,75.0,"72""",3.35,48%,5.09,35%,0.00,0%,33%,0.4
Alan Hiro,14,5,4,65.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yazan Hajeh,6,1,0,69.0,--,1.54,25%,17.44,44%,0.00,0%,100%,0.0
Lorenzo Hood,14,5,0 (1 NC),75.0,"80""",2.64,61%,4.66,11%,0.00,0%,100%,0.0
Brady Huang,11,2,0,69.0,"69""",4.62,37%,10.77,30%,0.00,0%,0%,0.0
Nick Hein,14,5,0 (1 NC),66.0,"66""",2.65,35%,3.61,59%,0.86,33%,83%,0.0
Anthony Hamilton,15,9,0,77.0,"76""",3.91,65%,3.02,45%,2.62,42%,78%,0.0
Ahmad Hassanzada,11,3,0,73.0,"75""",3.16,39%,4.42,38%,2.43,19%,0%,1.2
Leslie Hernandez,4,2,0,63.0,"64""",3.60,58%,2.53,55%,0.00,0%,54%,0.0
Paul Herrera,1,1,0,70.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dan Hooker,24,12,0,72.0,"75""",5.03,48%,4.72,51%,0.73,34%,78%,0.3
Chris Horodecki,21,7,1 (1 NC),69.0,"69""",4.59,41%,3.16,65%,1.52,55%,37%,0.9
Collin Huckbody,8,2,0,75.0,"76""",2.05,60%,2.73,42%,10.23,100%,0%,20.4
Bryan Humes,6,2,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rami Hamed,13,3,0,73.0,"71""",3.87,51%,3.40,50%,0.00,0%,50%,0.0
John Hathaway,17,2,0,73.0,"75""",3.40,40%,1.80,62%,2.61,43%,60%,0.9
Jose Henrique,5,1,0,75.0,"79""",3.45,43%,5.79,38%,0.00,0%,0%,0.0
Nasrat Haqparast,18,5,0,70.0,"72""",6.40,45%,6.01,63%,0.35,20%,84%,0.0
Dan Henderson,32,15,0,71.0,"74""",2.44,47%,2.70,51%,1.52,52%,57%,0.3
Sam Hoger,10,4,0,74.0,--,1.07,25%,2.25,57%,1.12,38%,29%,1.3
SeongChan Hong,9,2,0 (2 NC),67.0,"69""",6.57,55%,8.76,47%,0.00,0%,0%,0.0
Josh Haynes,14,11,0,69.0,--,1.25,22%,4.03,52%,0.94,18%,42%,0.0
Kay Hansen,7,6,0,62.0,"63""",3.01,50%,3.19,51%,1.83,22%,37%,0.8
Walt Harris,13,10,0 (1 NC),77.0,"77""",3.05,39%,3.33,54%,0.29,28%,70%,0.1
Piotr Hallmann,18,6,0,69.0,"71""",3.98,45%,3.17,58%,2.55,44%,70%,0.4
Jamie Houston,3,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Theodore Haig,6,0,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roger Hollett,13,5,0,71.0,--,1.83,47%,6.47,34%,1.00,28%,30%,0.0
Joey Hart,6,2,0,75.0,"79""",4.53,34%,4.53,45%,0.00,0%,40%,0.0
John Howard,24,13,0,67.0,"72""",2.15,50%,3.08,51%,2.70,49%,53%,0.4
Scott Harper,12,7,0,72.0,--,1.30,54%,4.98,47%,3.25,100%,0%,0.0
Angela Hill,18,14,0,63.0,"64""",5.47,50%,4.92,61%,0.81,32%,75%,0.1
Jake Hadley,11,4,0,67.0,"70""",3.80,43%,4.16,61%,0.33,11%,54%,1.1
Tomohiko Hashimoto,1,4,0,72.0,--,0.00,0%,11.67,30%,0.00,0%,0%,0.0
Harold Howard,1,3,0,74.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
John Hosman,18,8,1,70.0,--,1.11,38%,1.52,45%,0.00,0%,46%,0.0
Luke Hartwig,0,1,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gabrielle Holloway,6,5,0,63.0,--,0.70,42%,3.07,34%,3.00,35%,16%,1.0
Mark Hall,5,6,0,72.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Noe Hernandez,5,5,0,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Satoshi Honma,4,6,3,73.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Steve Hadsel,3,0,0,68.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Clay Harvison,13,6,0,73.0,"74""",3.29,48%,3.91,58%,0.66,100%,68%,1.3
Justin Haskins,7,6,0,70.0,--,1.51,33%,2.65,54%,1.62,40%,52%,0.8
Benson Henderson,24,7,0,69.0,"70""",2.93,45%,1.79,63%,2.40,45%,63%,0.8
Alvin Hines,7,1,0,74.0,"74""",5.47,31%,7.47,38%,1.00,10%,0%,0.0
Takayo Hashi,15,6,1,64.0,--,2.84,26%,6.56,61%,0.00,0%,0%,0.0
Danny Henry,12,4,0,72.0,"73""",5.20,51%,4.16,45%,0.74,33%,50%,2.2
Mizuto Hirota,18,10,2,67.0,"67""",3.36,40%,3.50,54%,1.36,50%,58%,0.1
Joseph Holmes,8,4,0,76.0,"80""",2.88,53%,3.08,54%,1.49,40%,50%,0.8
Valeri Ignatov,1,2,0,69.0,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Damir Ismagulov,24,3,0,70.0,"74""",3.36,42%,2.44,61%,1.00,28%,70%,0.0
Hiroshi Izumi,4,2,0,,--,1.95,37%,2.65,66%,3.35,70%,100%,0.5
Teruto Ishihara,10,7,2,67.0,"69""",3.26,44%,3.63,53%,0.50,16%,30%,0.0
Yuki Ishikawa,0,2,0,71.0,--,1.07,28%,8.57,11%,0.00,0%,50%,0.0
Eric Irvin,11,4,0,68.0,--,3.27,42%,4.47,36%,4.00,30%,33%,0.0
